Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	mu_bar	sigma2_1	sigma2_2	sigma2_3	sigma2_bar	lnL
906	0.1586440	0.1454847	0.0923034	0.0664512	0.0329115	0.0459995	0.3810202	0.1444519	1.4494633	0.2159718	0.0360918	0.0424219	0.0684114	0.1446849	-34997.246
908	0.1687247	0.1547292	0.1001723	0.0706737	0.0380796	0.0489225	0.3315592	0.1187790	1.3628629	0.5072715	0.0360918	0.0424219	0.0776710	0.1446849	-34993.989
910	0.1383338	0.1286165	0.0775066	0.0526690	0.0269162	0.0384017	0.4492985	0.1513205	1.5568171	0.2418515	0.0360918	0.0424219	0.1319878	0.0811559	-34998.322
912	0.1575734	0.1444277	0.0870347	0.0617842	0.0327380	0.0431225	0.3826332	0.1637096	1.6230381	0.4034358	0.0146952	0.0424219	0.0802979	0.0811559	-34996.615
914	0.1428490	0.1309317	0.0789018	0.0595290	0.0270669	0.0390930	0.4828826	0.1679390	1.7903350	0.4034358	0.0146952	0.1595975	0.0491995	0.0811559	-34990.539
916	0.1678667	0.1538623	0.0956210	0.0663196	0.0349565	0.0508861	0.4109173	0.1512794	1.6565016	0.4034358	0.0146952	0.0391533	0.0491995	0.0462690	-34993.535
918	0.1678667	0.1538623	0.0956210	0.0691707	0.0322613	0.0508861	0.3987875	0.1487491	1.6565016	0.4054585	0.0146952	0.0391533	0.0293931	0.1223716	-34991.147
920	0.1380002	0.1264874	0.0786083	0.0568640	0.0291221	0.0418326	0.4850944	0.1682313	2.0150070	0.4054585	0.0087762	0.0391533	0.0293931	0.0255629	-34992.798
922	0.1572272	0.1441104	0.0865924	0.0647866	0.0331795	0.0536198	0.4257732	0.1660369	1.5429456	0.4054585	0.0087762	0.0391533	0.0209294	0.0255629	-34997.309
924	0.1572272	0.1441104	0.0895220	0.0647866	0.0299014	0.0536198	0.4426149	0.1549608	1.5429456	0.4054585	0.0087762	0.0391533	0.0209294	0.0255629	-34998.841
926	0.1611459	0.1441104	0.0895220	0.0647866	0.0299014	0.0536198	0.4184619	0.1630926	1.5429456	0.4054585	0.0196590	0.0391533	0.0225059	0.0255629	-34999.438
928	0.1839547	0.1651343	0.1096724	0.0778373	0.0332698	0.0597958	0.3482999	0.1443084	1.4480106	0.2274644	0.0196590	0.0391533	0.0151201	0.0255629	-34992.391
930	0.1662815	0.1492693	0.0991358	0.0748081	0.0300734	0.0564330	0.3853189	0.1596462	1.6019122	0.2274644	0.0260163	0.0776940	0.0090162	0.0715384	-34992.874
932	0.1662815	0.1492693	0.1047628	0.0779109	0.0300734	0.0564330	0.4067866	0.1457624	1.6019122	0.2274644	0.0421792	0.0460379	0.0087005	0.0174304	-35002.897
934	0.1617455	0.1419228	0.1010306	0.0737019	0.0276997	0.0564330	0.3827025	0.1357401	1.6019122	0.2274644	0.0203191	0.0215597	0.0066194	0.0174304	-34995.003
936	0.1653013	0.1419228	0.0972889	0.0699633	0.0296053	0.0564330	0.3827025	0.1282215	1.7073559	0.2274644	0.0387289	0.0650874	0.0179279	0.0525749	-34991.820
938	0.1494938	0.1314807	0.0879853	0.0602042	0.0267742	0.0454947	0.4231695	0.1675861	1.8878922	0.2938912	0.0210393	0.0650874	0.0295301	0.0525749	-34990.139
940	0.1831838	0.1611113	0.1078138	0.0719188	0.0303464	0.0557474	0.3707827	0.1291574	1.5406822	0.2938912	0.0210393	0.0305260	0.0489443	0.0525749	-34994.493
942	0.1728109	0.1590594	0.1078138	0.0719188	0.0299342	0.0557474	0.3844148	0.1291574	1.5406822	0.2938912	0.0568632	0.0305260	0.0549866	0.0525749	-34993.455
944	0.1728109	0.1590594	0.1017431	0.0686876	0.0299342	0.0587131	0.3750019	0.1291574	1.5406822	0.2938912	0.0203216	0.0112329	0.0367476	0.0169252	-34992.588
946	0.1748869	0.1590594	0.1014273	0.0726653	0.0318611	0.0551723	0.3625618	0.1291574	1.5406822	0.2938912	0.0203216	0.0112329	0.0201381	0.1117030	-34993.346
948	0.1748869	0.1601896	0.1014273	0.0726653	0.0318611	0.0540733	0.3928867	0.1423176	1.5406822	0.2938912	0.0203216	0.0230622	0.0283796	0.0250771	-34994.529
950	0.1748869	0.1601896	0.1014273	0.0726653	0.0318611	0.0573944	0.3546884	0.1521414	1.5406822	0.3744449	0.0203216	0.0230622	0.0116732	0.0579192	-34997.232
952	0.1669917	0.1601439	0.0966704	0.0726653	0.0318611	0.0538262	0.3662103	0.1399170	1.5406822	0.2585711	0.0267974	0.0158611	0.0223735	0.0579192	-34997.826
954	0.1669917	0.1550990	0.1003267	0.0753921	0.0318611	0.0538262	0.3765701	0.1537846	1.5406822	0.1918665	0.0119757	0.0818786	0.0105451	0.0438426	-34995.313
956	0.1629141	0.1550990	0.1003267	0.0725800	0.0288959	0.0530466	0.3940509	0.1410366	1.5406822	0.1918665	0.0129332	0.0453165	0.0138111	0.0146711	-34997.829
958	0.1629141	0.1550990	0.1003267	0.0725800	0.0323360	0.0530466	0.4022258	0.1509346	1.5406822	0.3317076	0.0052697	0.0453165	0.0116654	0.0241416	-34993.127
960	0.1355844	0.1270141	0.0802378	0.0593360	0.0266516	0.0437214	0.4645050	0.1831269	1.8692883	0.2451115	0.0064571	0.0453165	0.0180810	0.0241416	-34988.542
962	0.1632102	0.1503990	0.0987526	0.0730278	0.0354465	0.0549388	0.3774162	0.1487929	1.6453292	0.2451115	0.0016647	0.0453165	0.0097859	0.0241416	-34998.195
964	0.1632102	0.1503990	0.0987526	0.0739903	0.0290391	0.0549388	0.3774162	0.1596581	1.6453292	0.2451115	0.0041528	0.0453165	0.0187907	0.0241416	-34995.109
966	0.1632102	0.1560506	0.0987526	0.0739903	0.0290391	0.0586796	0.3774162	0.1596581	1.6453292	0.2542649	0.0021188	0.0453165	0.0132125	0.0241416	-34995.102
968	0.1632102	0.1515122	0.0987526	0.0696761	0.0269436	0.0586796	0.3774162	0.1543858	1.6453292	0.4414489	0.0010579	0.0132036	0.0077396	0.0241416	-34994.676
970	0.1384985	0.1285717	0.0838005	0.0591264	0.0234384	0.0456844	0.4447570	0.1707624	1.9388982	0.3717847	0.0010579	0.0440053	0.0092876	0.0140860	-34992.622
972	0.1757046	0.1644411	0.1028434	0.0724621	0.0289647	0.0600302	0.3599006	0.1336416	1.5689707	0.3717847	0.0010579	0.0111296	0.0092876	0.0069548	-34991.349
974	0.1469054	0.1374880	0.0859867	0.0643958	0.0272425	0.0501909	0.4304552	0.1598406	1.8765502	0.3717847	0.0010579	0.0446269	0.0231533	0.0136506	-35000.068
976	0.1698852	0.1589947	0.1004344	0.0698364	0.0315039	0.0522510	0.3722290	0.1364836	1.6227157	0.3717847	0.0010579	0.0446269	0.0225536	0.0632456	-34993.963
978	0.1649102	0.1543937	0.1004344	0.0698364	0.0288934	0.0522510	0.3722290	0.1431947	1.6227157	0.3717847	0.0007843	0.0446269	0.0165328	0.0219259	-34994.291
980	0.1649102	0.1543937	0.0972709	0.0698364	0.0288934	0.0491234	0.3722290	0.1431947	1.6227157	0.3717847	0.0007843	0.1400707	0.0165328	0.0483400	-34992.539
982	0.1634561	0.1543937	0.0936662	0.0698364	0.0269974	0.0491234	0.3722290	0.1561745	1.6227157	0.3717847	0.0007843	0.1400707	0.0293390	0.0483400	-34993.369
984	0.1634561	0.1543937	0.0913342	0.0690133	0.0269974	0.0491234	0.3722290	0.1703336	1.5126562	0.3717847	0.0015791	0.1400707	0.0267834	0.0483400	-34993.599
986	0.1592888	0.1543937	0.0913342	0.0690133	0.0269974	0.0491234	0.3722290	0.1808871	1.5772199	0.3717847	0.0013980	0.2435795	0.0317551	0.2051238	-35000.110
988	0.1812285	0.1674235	0.1015825	0.0769479	0.0333624	0.0503768	0.3432601	0.1994394	1.5351980	0.3717847	0.0013980	0.3054880	0.0317551	0.2051238	-34994.241
990	0.1473720	0.1361461	0.0861927	0.0622950	0.0246099	0.0409656	0.4221186	0.2238751	1.8878855	0.3717847	0.0014193	0.1994816	0.0626077	0.2590673	-35005.559
992	0.1226475	0.1159918	0.0704834	0.0530732	0.0209668	0.0349012	0.4954645	0.2326934	2.0552210	0.3717847	0.0023633	0.1430822	0.0506110	0.0901036	-34994.792
994	0.1226475	0.1159918	0.0685378	0.0518462	0.0209668	0.0349012	0.4954645	0.2331921	2.0555452	0.3717847	0.0023633	0.2306312	0.0651980	0.1828057	-34993.724
996	0.1321023	0.1249335	0.0725975	0.0558429	0.0236447	0.0375918	0.4600032	0.2213237	2.1227275	0.3717847	0.0023633	0.2306312	0.1064990	0.1828057	-34998.284
998	0.1519096	0.1391792	0.0882994	0.0652662	0.0271900	0.0432282	0.4129238	0.1743581	1.8459481	0.3717847	0.0039790	0.1365841	0.0473506	0.0553663	-34998.565
1000	0.1787502	0.1572741	0.1007396	0.0689488	0.0268327	0.0521555	0.3545273	0.1456752	1.2456401	0.3717847	0.0051268	0.0634081	0.0929070	0.0553663	-34995.857
1002	0.1412604	0.1361491	0.0815653	0.0558254	0.0217255	0.0422285	0.4378692	0.1820658	1.5384640	0.3717847	0.0051268	0.0634081	0.0929070	0.0553663	-34996.005
1004	0.1509775	0.1425498	0.0815653	0.0523440	0.0227524	0.0419572	0.4378692	0.1820658	1.8445986	0.3717847	0.0099964	0.0634081	0.0929070	0.0553663	-34994.312
1006	0.1662055	0.1506592	0.0835960	0.0591267	0.0196920	0.0443441	0.3938217	0.2116436	2.1036607	0.3717847	0.0099964	0.0634081	0.0929070	0.0328058	-34996.447
1008	0.1760469	0.1595801	0.0885459	0.0626277	0.0216886	0.0469698	0.3718062	0.1678115	1.6582030	0.3717847	0.0045793	0.0634081	0.0929070	0.1040288	-34995.191
1010	0.1650890	0.1595801	0.0916171	0.0595496	0.0216886	0.0478011	0.3879153	0.1522024	1.6582030	0.2516709	0.0022884	0.0634081	0.0646287	0.1456232	-34998.690
1012	0.1650890	0.1595801	0.0882465	0.0580656	0.0242685	0.0521920	0.3879153	0.1448002	1.6582030	0.3955879	0.0048045	0.0634081	0.0864068	0.0621233	-35005.375
1014	0.1754520	0.1595801	0.0868556	0.0621466	0.0251000	0.0521920	0.3879153	0.1612700	1.6582030	0.3955879	0.0028558	0.0634081	0.0803060	0.0621233	-34999.483
1016	0.1754520	0.1595801	0.0840707	0.0634386	0.0251000	0.0521920	0.3879153	0.1711453	1.6799831	0.3955879	0.0016855	0.0634081	0.0762767	0.0621233	-34994.450
1018	0.1668630	0.1520364	0.0855262	0.0573353	0.0276100	0.0521920	0.3879153	0.1754758	1.6799831	0.1978625	0.0016855	0.0634081	0.0528214	0.0621233	-34996.045
1020	0.1668630	0.1520364	0.0902509	0.0573353	0.0264810	0.0497731	0.3879153	0.1903923	1.7850263	0.3703050	0.0052145	0.0634081	0.1082639	0.0417611	-34995.265
1022	0.1637649	0.1520364	0.0902509	0.0565692	0.0264810	0.0497731	0.3879153	0.1903923	1.8270878	0.3703050	0.0031699	0.0634081	0.0671120	0.0598273	-34996.601
1024	0.1583324	0.1492147	0.0856174	0.0565692	0.0248485	0.0450979	0.3879153	0.1705903	1.8270878	0.3703050	0.0018448	0.0148808	0.0768466	0.0598273	-34998.062
1026	0.1417499	0.1335871	0.0766505	0.0506445	0.0203047	0.0445096	0.4332954	0.2031955	2.0408288	0.2445831	0.0050643	0.0148808	0.0391698	0.0142144	-35001.033
1028	0.1660215	0.1564611	0.0897753	0.0630752	0.0248516	0.0521310	0.3554606	0.1734891	1.7424679	0.2445831	0.0050643	0.0065237	0.0603676	0.0534111	-34998.983
1030	0.1616829	0.1603296	0.0897753	0.0630752	0.0256566	0.0521310	0.3793758	0.1649573	1.5848371	0.2445831	0.0117029	0.0065237	0.0406773	0.0230097	-35003.444
1032	0.1616829	0.1584686	0.0908253	0.0630752	0.0284341	0.0521310	0.3563129	0.1759322	1.8056494	0.2445831	0.0049060	0.0065237	0.0623535	0.0230097	-34998.712
1034	0.1616829	0.1567556	0.0908253	0.0630752	0.0271776	0.0554029	0.3563129	0.1759322	1.4711031	0.2445831	0.0049060	0.0065237	0.0405803	0.0090603	-34998.904
1036	0.1521666	0.1483483	0.0854795	0.0593627	0.0255780	0.0521420	0.3785963	0.1869348	1.6437000	0.2445831	0.0025326	0.0065237	0.0523413	0.0401524	-35008.836
1038	0.1657770	0.1577749	0.0909112	0.0631348	0.0251471	0.0554553	0.3559762	0.1647865	1.7372159	0.2445831	0.0013674	0.0065237	0.1106217	0.0401524	-34998.048
1040	0.1698742	0.1577749	0.0874209	0.0631348	0.0275194	0.0525567	0.3559762	0.1647865	1.7795119	0.2445831	0.0010001	0.0065237	0.0368481	0.0401524	-34998.430
1042	0.1592127	0.1533643	0.0874209	0.0631348	0.0275194	0.0525567	0.3559762	0.1647865	1.7795119	0.3173335	0.0021711	0.0065237	0.0368481	0.0173842	-34996.225
1044	0.1435204	0.1411263	0.0827680	0.0569293	0.0231525	0.0508606	0.3947788	0.1827487	1.9734845	0.3173335	0.0021711	0.0065237	0.0368481	0.0173842	-34995.548
1046	0.1316555	0.1291272	0.0736094	0.0520890	0.0192150	0.0465362	0.4314633	0.1997305	2.1568694	0.1998771	0.0021711	0.0065237	0.0290047	0.0173842	-34995.033
1048	0.1084681	0.1025711	0.0606452	0.0429150	0.0151740	0.0360140	0.5378530	0.2424271	2.6179453	0.4229172	0.0083713	0.0064455	0.0290047	0.0173842	-34998.203
1050	0.1037008	0.1025711	0.0606452	0.0417478	0.0167029	0.0326030	0.5773629	0.2424271	2.6179453	0.4229172	0.0168083	0.0036686	0.0486657	0.0283566	-34995.190
1052	0.1043869	0.1006700	0.0606452	0.0417478	0.0167029	0.0326030	0.6139058	0.2424271	2.4328237	0.4229172	0.0168083	0.0022659	0.0486657	0.0283566	-34992.142
1054	0.1263971	0.1244186	0.0722970	0.0527121	0.0224305	0.0401151	0.4989424	0.1970289	1.9772399	0.4229172	0.0074326	0.0022659	0.0377738	0.0283566	-34993.554
1056	0.1467080	0.1355083	0.0803579	0.0585894	0.0249314	0.0445878	0.4488925	0.1772645	1.9860798	0.2420584	0.0027547	0.0091622	0.0470789	0.0283566	-35000.116
1058	0.1430266	0.1355083	0.0781890	0.0585894	0.0215625	0.0445878	0.4488925	0.1772645	1.8728451	0.5044864	0.0027547	0.0043033	0.0470789	0.0119287	-35001.873
1060	0.1660437	0.1573155	0.0948154	0.0680181	0.0265709	0.0517633	0.3866667	0.1526920	1.6132301	0.5044864	0.0067841	0.0043033	0.0146957	0.0329658	-34995.590
1062	0.1600809	0.1573155	0.0964067	0.0659369	0.0265709	0.0517633	0.3866667	0.1526920	1.6132301	0.2702403	0.0042023	0.0110567	0.0544330	0.0122862	-34992.423
1064	0.1610499	0.1568703	0.0938877	0.0654463	0.0290827	0.0531059	0.3836718	0.1515093	1.6007349	0.4415256	0.0042023	0.0110567	0.0544330	0.0415757	-34997.614
1066	0.1607189	0.1566061	0.0938877	0.0654463	0.0290827	0.0531059	0.3836718	0.1515093	1.5696924	0.2368763	0.0112245	0.0110567	0.0956146	0.0415757	-34996.657
1068	0.1607189	0.1566061	0.0977338	0.0668130	0.0349685	0.0531059	0.3836718	0.1515093	1.5696924	0.2368763	0.0107491	0.0042115	0.0797976	0.0415757	-34998.854
1070	0.1696862	0.1566061	0.0977338	0.0655833	0.0331693	0.0476572	0.3836718	0.1515093	1.5696924	0.2368763	0.0333934	0.0081459	0.0843843	0.0415757	-34997.717
1072	0.1670234	0.1566061	0.0948262	0.0655833	0.0331693	0.0517772	0.4054877	0.1415484	1.5696924	0.3559792	0.0469656	0.0081459	0.0843843	0.0415757	-34995.856
1074	0.1342116	0.1258407	0.0786469	0.0548936	0.0280997	0.0416055	0.5046208	0.1761540	2.2373523	0.3559792	0.0811668	0.0081459	0.0466514	0.1834828	-34997.673
1076	0.1621097	0.1550885	0.0969259	0.0714125	0.0324424	0.0512754	0.4080074	0.1429335	1.4984922	0.3559792	0.0811668	0.0081459	0.0466514	0.1834828	-34992.139
1078	0.1621097	0.1550885	0.0975283	0.0714125	0.0324424	0.0554015	0.3599011	0.1429335	1.4984922	0.3559792	0.0811668	0.0263952	0.0466514	0.2567227	-35001.135
1080	0.1621097	0.1550885	0.0975283	0.0714125	0.0324424	0.0554015	0.3929614	0.1515474	1.4984922	0.3559792	0.0811668	0.0418385	0.0295529	0.0574861	-34999.756
1082	0.1751837	0.1610049	0.1050613	0.0741368	0.0336800	0.0527739	0.3785214	0.1330803	1.4434278	0.3559792	0.1044814	0.0418385	0.0211435	0.0574861	-34994.793
1084	0.1751837	0.1610049	0.1050613	0.0779948	0.0336800	0.0527739	0.3785214	0.1459922	1.4434278	0.3559792	0.0624229	0.0175262	0.0361868	0.0574861	-34995.942
1086	0.1471536	0.1352434	0.0911319	0.0655153	0.0282910	0.0460112	0.3996260	0.1738012	1.7183752	0.3559792	0.0138085	0.0407525	0.0264865	0.0574861	-34993.938
1088	0.1639618	0.1573536	0.1049513	0.0754501	0.0353768	0.0590898	0.3470056	0.1509160	1.4921096	0.3559792	0.0064258	0.0407525	0.0264865	0.0131223	-34992.645
1090	0.1639618	0.1631304	0.0990774	0.0754501	0.0353768	0.0590898	0.3470056	0.1256676	1.4921096	0.1654184	0.0064258	0.0407525	0.0365313	0.0169724	-34991.226
1092	0.1598005	0.1551049	0.0973769	0.0717382	0.0336363	0.0561827	0.3649605	0.1252604	1.5693150	0.4837972	0.0064258	0.0407525	0.0365313	0.0353045	-34991.452
1094	0.1621263	0.1551049	0.0939958	0.0675891	0.0306448	0.0561827	0.3649605	0.1334897	1.6993817	0.1980076	0.0062841	0.0407525	0.0326607	0.0268963	-34990.865
1096	0.1648384	0.1551049	0.0994684	0.0711563	0.0284169	0.0556874	0.3649605	0.1334897	1.5620565	0.1980076	0.0126293	0.0407525	0.0129435	0.0171107	-34996.266
